ManufacturerName,Distribution Name,SKU Code,SKU Manufacturer Code,SKU Description,Units In Carton,AWS in Units,AWS Adjusted,MSL in Units,Available Total Units,Total buying Amount,Live Cartons,Live Units,Live Total Units,Live Total buying Amount,SKUDescription,AWSQty,BusinessUnitName,LTDS_Amount,BrandName,Sale,Ctn,SCD,LastOrderDateSKU,LastOrderDateManu,OOS,SKU Category,totalsku,lastpurday,type,OdrDat,OdrQty,OdrValue,AWSActiveAmt,AWSActive,AWSAtvPcs,TopSKU,AllowSec,AllowPri,MasterSKUDescription,MTD,MasterSKUCode,tags,Shown in App,TGT,TGTskulevel,MRP,top15,SubCategoryName,desc,SubCatNew
Mitchells,Jugnu Fulfillment Centre - Islamabad,SKU08749,3102,Mitchells GOLDEN APPLE JAM 450G v2,12,133,35,0,11,2590.81,0,6,6,1413.17,Mitchells GOLDEN APPLE JAM 450G v2,1,Packaged Foods,4173,Mitchells Preserves,1177.64,0,2,31,31,,Breakfast,1,31,Charlie,,,,15041,5,61,,,,Mitchells GOLDEN APPLE JAM 450G,32674,MSKU07393,,Yes,0,,SKU08749 MRP-[295],Top15-SubCat,Jams,Mitchells GOLDEN APPLE JAM 450G v2,OOS SKU
Mitchells,Jugnu Fulfillment Centre - Islamabad,SKU08741,6122,Mitchells CHILLI GARLIC SAUCE SP PFA 225 gm,36,126,35,0,54,4768.17,1,4,40,3531.98,Mitchells CHILLI GARLIC SAUCE SP PFA 225 gm,1,Packaged Foods,3520,Mitchells Ketchup & Sauces,1236.19,1,7,31,31,,Ketchups/Sauces/Achaar,1,31,Alpha,,,,5929,2,64,,,,Mitchells CHILLI GARLIC SAUCE 250G,10499,MSKU07385,,Yes,0,,SKU08741 MRP-[110],,Ketchups,Mitchells CHILLI GARLIC SAUCE SP PFA 225 gm,Mitchells Ketchup & Sauces
Mitchells,Jugnu Fulfillment Centre - Islamabad,SKU08748,3105,Mitchells GOLDEN APPLE JAM 200G v2,12,70,28,0,74,10322.97,6,2,74,10322.97,Mitchells GOLDEN APPLE JAM 200G v2,1,Packaged Foods,1463,Mitchells Preserves,0,6,49,31,31,,Breakfast,1,31,Charlie,,,,10390,6,71,,,,Mitchells GOLDEN APPLE JAM 200G,11563,MSKU07392,,Yes,0,,SKU08748 MRP-[175],,Jams,Mitchells GOLDEN APPLE JAM 200G v2,Mitchells Preserves
Mondelez International,Jugnu Fulfillment Centre - Islamabad,SKU04475,SKU00325,Cadbury Dairy Milk 10g 1x24 Rs. 30,24,0,0,0,0,0,0,0,0,0,Cadbury Dairy Milk 10g 1x24 Rs. 30,0,Confectionary,1,Cadbury Dairy Milk,0,0,0,146,34,131,Confectionary,1,146,,,,,137889,9,210,Core,,,Cadbury Dairy Milk 10g 1x24,,MSKU03813,ST001-Core,No,0,,SKU04475 MRP-[726],Top15-SubCat,Chocolates,Cadbury Dairy Milk 10g 1x24 Rs. 30,OOS SKU
Blue Band,Jugnu Fulfillment Centre - Islamabad,SKU14584,91305365,Blue Band Spread 45 gm 1x6 Sachet String,144,473,196,0,96,4831.39,0,72,72,3623.54,Blue Band Spread 45 gm 1x6 Sachet String,1,Packaged Foods,6313,Blue Band Margarine,1207.85,0,4,28,28,,Breakfast,1,28,Charlie,,,,20149,3,383,,,,Blue Band Spread 45g 1x12 Sachet String,24124,MSKU05544,,Yes,0,,SKU14584 MRP-[60],,Spreads,Blue Band Spread 45 gm 1x6 Sachet String,Blue Band Margarine
Blue Band,Jugnu Fulfillment Centre - Islamabad,SKU14565,91305364,Blue Band Spread 18 gm 1x 6 Sachet String,288,817,329,0,1487,31180.31,4,143,1295,27154.34,Blue Band Spread 18 gm 1x 6 Sachet String,1,Packaged Foods,4788,Blue Band Margarine,4025.97,4,40,28,28,,Breakfast,1,28,Charlie,,,,14494,2,654,,,,Blue Band Spread 18g 1x24 Sachet String,16846,MSKU05543,,Yes,0,,SKU14565 MRP-[25],,Spreads,Blue Band Spread 18 gm 1x 6 Sachet String,Blue Band Margarine
Caresse,Jugnu Fulfillment Centre - Islamabad,SKU10145,6291106713633,Caresse AgeDefying Skin Firming Lotion 100ml,72,22,14,0,100,13270.76,1,28,100,13270.76,Caresse AgeDefying Skin Firming Lotion 100ml,0,Home & Personal Care,402,Caresse,0,1,231,222,222,,Personal Care,1,222,Alpha,,,,3875,0,29,,,No,Caresse Age-Defying Skin Firming Lotion,1206,MSKU08488,ST001-Core,Yes,0,0,SKU10145 MRP-[180],,Creams/Lotions,Caresse AgeDefying Skin Firming Lotion 100ml,Caresse
Caresse,Jugnu Fulfillment Centre - Islamabad,SKU10137,6297000137049,Caresse Honey Lotion Sachet 10ml,480,27,49,0,357,5790.9,0,357,357,5790.9,Caresse Honey Lotion Sachet 10ml,0,Home & Personal Care,196,Caresse,0,0,207,222,222,,Personal Care,1,222,Alpha,,,,2149,0,139,,,No,Caresse Honey Lotion Sachet,273,MSKU08480,ST001-Core,Yes,0,0,SKU10137 MRP-[20],,Creams/Lotions,Caresse Honey Lotion Sachet 10ml,Caresse
Fauji Cereals,Jugnu Fulfillment Centre - Islamabad,SKU07823,9989006,Fauji Corn Flakes 500 gms Pkts,36,42,14,0,0,0,0,0,0,0,Fauji Corn Flakes 500 gms Pkts,0,Packaged Foods,1,Fauji Cereal - Corn Flakes,0,0,0,391,301,21,Breakfast,1,391,Charlie,,,,16822,1,33,,,No,Fauji Corn Flakes 500 gms Pkts,3935,MSKU06899,,No,0,,SKU07823 MRP-[580],Top15-SubCat,Cereals,Fauji Corn Flakes 500 gms Pkts,OOS SKU
Shield Corporation Limited,Jugnu Fulfillment Centre - Islamabad,SKU07786,8964001492146,Shield Diaper Mega Bachat Large 54pcs,4,0,0,0,0,0,0,0,0,0,Shield Diaper Mega Bachat Large 54pcs,0,Home & Personal Care,1,Shield Diapers,0,0,0,364,216,155,Baby Care,1,364,Alpha,,,,39819,7,28,,,,DIAPER MEGA BACHAT LARGE 54,,MSKU06865,,No,0,,SKU07786 MRP-[2117],,Diapers and Wipes,Shield Diaper Mega Bachat Large 54pcs,OOS SKU
Sufi Soaps,Jugnu Fulfillment Centre - Islamabad,SKU15006,MSKU10485,Sufi Classic Soap White 70 gm,72,130,672,0,14,619.46,0,0,0,0,Sufi Classic Soap White 70 gm,0,Home & Personal Care,1,Sufi Soap,619.46,0,0,,,,Personal Care,1,,Alpha,,,,,,,,,,Sufi Classic Soap White 70 gm,,MSKU10485,,No,0,,SKU15006 MRP-[50],,Soaps/Facewash,Sufi Classic Soap White 70 gm,OOS SKU
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU05255,4825,Johnsons Baby Soft Lotion 100 ml,24,24,21,0,0,0,0,0,0,0,Johnsons Baby Soft Lotion 100 ml,0,Home & Personal Care,1,Johnsons Baby Powder and Lotions,0,0,0,32,32,14,Baby Care,1,32,Alpha,,,,14620,1,29,,,,Baby Soft Lotion 100ml,9306,MSKU04586,ST001-Core,No,0,0,SKU05255 MRP-[600],Top15-SubCat,"Baby Powders,Lotions,Creams",Johnsons Baby Soft Lotion 100 ml,OOS SKU
Reckitt Health,Jugnu Fulfillment Centre - Islamabad,SKU03693,3012349,Dettol Multi Purpose Cleaner Aqua 1 Litre,12,36,14,0,7,5388.49,0,6,6,4618.71,Dettol Multi Purpose Cleaner Aqua 1 Litre,1,Home & Personal Care,5481,Dettol Cleaners,769.78,0,6,90,28,,Home Care,1,90,Alpha,,,,20257,2,26,,,No,Dettol Multi Purpose Cleaner Aqua 1 Litre,10930,MSKU03085,,Yes,0,0,SKU03693 MRP-[950],,Surface Cleaners,Dettol Multi Purpose Cleaner Aqua 1 Litre,Dettol Cleaners
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU09344,8964003102180,Flora Sanitary Napkins 16 pcs,36,589,98,0,1125,181429.43,30,9,1089,175623.68,Flora Sanitary Napkins 16 pcs,1,Home & Personal Care,7015, Flora Sanitary Napkins,5805.75,30,175,101,11,,Personal Care,1,101,Alpha,,,,41064,7,240,,,No,Flora Sanitary Napkins 16pcs,55923,MSKU07791,,Yes,0,,SKU09344 MRP-[204],,Feminine Care,Flora Sanitary Napkins 16 pcs, Flora Sanitary Napkins
Mondelez International,Jugnu Fulfillment Centre - Islamabad,SKU04498,SKU00296,Cadbury Eclair Gold 270g,16,0,0,0,0,0,0,0,0,0,Cadbury Eclair Gold 270g,0,Confectionary,1,Cadbury Eclairs,0,0,0,137,34,120,Confectionary,1,137,,,,,17628,6,96,,,,Cadbury Eclair Gold 315g ,,MSKU03836,,No,0,,SKU04498 MRP-[225],,Sweets and Candies,Cadbury Eclair Gold 270g,OOS SKU
Mitchells,Jugnu Fulfillment Centre - Islamabad,SKU08753,3107,Mitchells MIXED FRUIT JAM 200G v2,12,84,42,0,0,0,0,0,0,0,Mitchells MIXED FRUIT JAM 200G v2,0,Packaged Foods,732,Mitchells Preserves,0,0,0,31,31,10,Breakfast,1,31,Charlie,,,,11851,7,81,,,,Mitchells MIXED FRUIT JAM 200G,13332,MSKU07397,,No,0,,SKU08753 MRP-[175],,Jams,Mitchells MIXED FRUIT JAM 200G v2,OOS SKU
Mezan Tea,Jugnu Fulfillment Centre - Islamabad,SKU14270,MSKU10314,Mezan Hardum Danedar Hard Pack 12 gm,240,1412,406,0,2113,37486.73,6,227,1667,29574.25,Mezan Hardum Danedar Hard Pack 12 gm,1,Tea and Coffee,4596,Mezan Hardum Danedar,7912.48,6,45,38,29,,Chai and Coffee,1,38,Bravo,,,,6748,2,370,,,,Mezan Hardum Danedar 12 Gram Hard Pack,12298,MSKU10314,,Yes,0,,SKU14270 MRP-[20],,Chai,Mezan Hardum Danedar Hard Pack 12 gm,Mezan Hardum Danedar
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU05268,4430,Johnsons Baby Powder Blossom 500 gm,24,5,56,0,0,0,0,0,0,0,Johnsons Baby Powder Blossom 500 gm,0,Home & Personal Care,1,Johnsons Baby Powder and Lotions,0,0,0,119,32,53,Baby Care,1,119,Alpha,,,,20029,1,29,,,,JB Powder Blossom 500gm,,MSKU04599,ST001-Core,No,0,,SKU05268 MRP-[950],Top15-SubCat,"Baby Powders,Lotions,Creams",Johnsons Baby Powder Blossom 500 gm,OOS SKU
Mondelez International,Jugnu Fulfillment Centre - Islamabad,SKU10666,7622201748432,Cadbury Perk 8g 1x36 (Rs.10),18,0,0,0,0,0,0,0,0,0,Cadbury Perk 8g 1x36 (Rs.10),0,Confectionary,1,Cadbury Perk,0,0,0,185,34,165,Confectionary,1,185,,,,,136565,23,415,Core,,,Cadbury Perk 9.8g 1x24,,MSKU03833,,No,0,,SKU10666 MRP-[363],,Chocolates,Cadbury Perk 8g 1x36 (Rs.10),OOS SKU
Mondelez International,Jugnu Fulfillment Centre - Islamabad,SKU04477,SKU00316,Cadbury Dairy Milk Crackle 1x24 (Rs. 70),24,0,0,0,0,0,0,0,0,0,Cadbury Dairy Milk Crackle 1x24 (Rs. 70),0,Confectionary,1,Cadbury Dairy Milk,0,0,0,146,34,97,Confectionary,1,146,,,,,26387,1,17,,,,Cadbury Dairy Milk Crackle 21.5g 1x24,,MSKU03815,,No,0,,SKU04477 MRP-[1694],,Chocolates,Cadbury Dairy Milk Crackle 1x24 (Rs. 70),OOS SKU
Sunridge,Jugnu Fulfillment Centre - Islamabad,SKU13156,SKU13156,Sunridge Premium Basmati Rice 1 Kg,20,25,14,0,14,5607,0,14,14,5607,Sunridge Premium Basmati Rice 1 Kg,0,Commodities,2055,Sunridge Rice,0,0,19,,14,,Chaawal,1,,Charlie,,,,12394,2,30,,,No,Sunridge Premium Basmati Rice 1 Kg,4521,MSKU09852,,Yes,0,,SKU13156 MRP-[401],,Chaawal,Sunridge Premium Basmati Rice 1 Kg,Sunridge Rice
Shield Corporation Limited,Jugnu Fulfillment Centre - Islamabad,SKU07787,8964001492153,Shield Diaper Mega Bachat Extra Large 46pcs,4,0,0,0,0,0,0,0,0,0,Shield Diaper Mega Bachat Extra Large 46pcs,0,Home & Personal Care,1,Shield Diapers,0,0,0,274,216,287,Baby Care,1,274,Alpha,,,,43573,8,31,,,,DIAPER MEGA BACHAT EXTRA LARGE 46,,MSKU06866,,No,0,,SKU07787 MRP-[1915],,Diapers and Wipes,Shield Diaper Mega Bachat Extra Large 46pcs,OOS SKU
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU05282,4643,Listerine Mouthwash Green Tea 250ml,12,15,14,0,0,0,0,0,0,0,Listerine Mouthwash Green Tea 250ml,0,Home & Personal Care,1,Listerine,0,0,0,84,32,18,Personal Care,1,84,Alpha,,,,9842,2,22,,No,No,LISTERINE Mouthwash Green Tea 250ml,4480,MSKU04613,,No,0,0,SKU05282 MRP-[479],,Toothpaste/Brush,Listerine Mouthwash Green Tea 250ml,OOS SKU
Mezan Tea,Jugnu Fulfillment Centre - Islamabad,SKU14272,MSKU10316,Mezan Hardum Danedar Hard Pack 80 gm,120,236,56,0,364,51238.9,2,116,356,50112.77,Mezan Hardum Danedar Hard Pack 80 gm,0,Tea and Coffee,5722,Mezan Hardum Danedar,1126.13,2,61,38,29,,Chai and Coffee,1,38,Bravo,,,,8216,0,56,,,,Mezan Hardum Danedar 80 Gram Hard Pack,19365,MSKU10316,,Yes,0,,SKU14272 MRP-[160],,Chai,Mezan Hardum Danedar Hard Pack 80 gm,Mezan Hardum Danedar
Sufi Soaps,Jugnu Fulfillment Centre - Islamabad,SKU14997,MSKU10476,Sufi Soap Vermicelli 500 gm,20,40,259,0,47,10470.29,0,14,14,3118.81,Vermicelli 500 gm,0,Home & Personal Care,1,Sufi Detergent,7351.48,0,21832,,,,Home Care,1,,Alpha,,,,,,,,,,Vermicelli 500 gm,,MSKU10476,,Yes,0,,SKU14997 MRP-[258],,Detergents,Sufi Soap Vermicelli 500 gm,Sufi Detergent
Shan Foods,Jugnu Fulfillment Centre - Islamabad,SKU11362,SKU11362,Shan Vermicilli 150g,72,348,77,0,356,26703.56,4,19,307,23028.07,Shan Vermicilli 150g,1,Packaged Foods,4241,Shan Desserts Range,3675.49,4,38,49,29,,Meetha,1,49,Alpha,,,,8257,2,111,,,,Vermicilli150GM,17326,MSKU02914,,Yes,0,,SKU11362 MRP-[100],Top15-SubCat,Dessert Mixes,Shan Vermicilli 150g,Shan Desserts Range
Shield Corporation Limited,Jugnu Fulfillment Centre - Islamabad,SKU06192,8964002137244,EvenFlo Plus 125ml,108,0,0,0,0,0,0,0,0,0,EvenFlo Plus 125ml,0,Home & Personal Care,1,Shield,0,0,0,336,216,294,Baby Care,1,336,Alpha,,,,3290,0,36,,,,Rattle Cap Feeder 250ml,,MSKU05526,,No,0,,SKU06192 MRP-[151],,Baby Accessories,EvenFlo Plus 125ml,OOS SKU
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU13629,SKU13629,Johnsons Baby Powder Classic 200 gm (MRP 450),48,24,21,0,0,0,0,0,0,0,Johnsons Baby Powder Classic 200 gm (MRP 450),0,Home & Personal Care,1,Johnsons Baby Powder and Lotions,0,0,0,84,32,34,Baby Care,1,84,Alpha,,,,14071,1,40,,,,Baby Powder Classic200gm,,MSKU04578,,No,0,0,SKU13629 MRP-[450],Top15-SubCat,"Baby Powders,Lotions,Creams",Johnsons Baby Powder Classic 200 gm,OOS SKU
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU14240,5093,Johnsons Baby Soap 100 gm (MRP 250),96,21,21,0,71,10650.14,0,71,71,10650.14,Johnsons Baby Soap 100 gm (MRP 250),0,Home & Personal Care,825,Johnsons Baby Powder and Lotions,0,0,90,46,32,,Baby Care,1,46,Alpha,,,,6174,0,36,,,,Baby Soap 100gm,3465,MSKU04583,,Yes,0,0,SKU14240 MRP-[250],,"Baby Powders,Lotions,Creams",Johnsons Baby Soap 100 gm (MRP 250),Johnsons Baby Powder and Lotions
Mondelez International,Jugnu Fulfillment Centre - Islamabad,SKU10224,SKU10224,Cadbury Dairy Milk 6.5g 24Pcs Rs.20,24,0,0,0,0,0,0,0,0,0,Cadbury Dairy Milk 6.5g 24Pcs Rs.20,0,Confectionary,1,Cadbury Dairy Milk,0,0,0,193,34,159,Confectionary,1,193,,,,,97250,9,222,Core,,,Cadbury Dairy Milk 5g 1x36,,MSKU03812,ST001-Core,No,0,,SKU10224 MRP-[484],,Chocolates,Cadbury Dairy Milk 6.5g 24Pcs Rs.20,OOS SKU
Sufi Soaps,Jugnu Fulfillment Centre - Islamabad,SKU15007,MSKU10486,Sufi Classic Soap Pink 70 gm,72,118,840,0,8,353.98,0,0,0,0,Sufi Classic Soap Pink 70 gm,0,Home & Personal Care,1,Sufi Soap,353.98,0,0,,,,Personal Care,1,,Alpha,,,,,,,,,,Sufi Classic Soap Pink 70 gm,,MSKU10486,,No,0,,SKU15007 MRP-[50],,Soaps/Facewash,Sufi Classic Soap Pink 70 gm,OOS SKU
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU05274,5466,Johnsons Baby Soft Lotion 300 ml,12,18,7,0,26,17868.76,2,2,26,17868.76,Johnsons Baby Soft Lotion 300 ml,0,Home & Personal Care,1,Johnsons Baby Powder and Lotions,0,2,125081,229,32,,Baby Care,1,229,Alpha,,,,16099,2,20,,,No,JH BABY SOFT LOT 300 ML MENA**,880,MSKU04605,ST001-Core,Yes,0,0,SKU05274 MRP-[1050],Top15-SubCat,"Baby Powders,Lotions,Creams",Johnsons Baby Soft Lotion 300 ml,Johnsons Baby Powder and Lotions
Shield Corporation Limited,Jugnu Fulfillment Centre - Islamabad,SKU06544,8964001492641,New Antibac Blister Toothbrush,288,0,0,0,0,0,0,0,0,0,New Antibac Blister Toothbrush,0,Home & Personal Care,1,Shield Toothbrush,0,0,0,404,216,120,Personal Care,1,404,Alpha,,,,7565,0,112,,,,NEW ANTIBAC BLISTER,,MSKU05714,,No,0,,SKU06544 MRP-[86],,Toothpaste/Brush,New Antibac Blister Toothbrush,OOS SKU
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU05278,4651,Listerine Mouthwash Zero Alcohol 250 ml,12,8,14,0,0,0,0,0,0,0,Listerine Mouthwash Zero Alcohol 250 ml,0,Home & Personal Care,1,Listerine,0,0,0,84,32,25,Personal Care,1,84,Alpha,,,,5841,1,13,,,No,LIST M/W Z/ALCOH 250ML,449,MSKU04609,,No,0,0,SKU05278 MRP-[479],,Toothpaste/Brush,Listerine Mouthwash Zero Alcohol 250 ml,OOS SKU
Shujabad Agro Industries (Pvt) Ltd.,Jugnu Fulfillment Centre - Islamabad,SKU13713,MSKU10151,EVA Canola Standup Pouch 1Lx5,5,30,56,0,15,8957.97,0,0,0,0,EVA Canola Standup Pouch 1Lx5,4,Oil and Ghee,12268,EVA Canola Oil,8957.97,0,0,15,15,5,Oil and Ghee,1,15,Bravo,,,,12268,4,20,,,,EVA Canola Standup Pouch 1X5,12268,MSKU10151,,No,0,,SKU13713 MRP-[681],,Oil,EVA Canola Standup Pouch 1Lx5,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03924,SKU00593,Nescafe Coffee Classic Jar 200 gm,12,0,0,0,0,0,0,0,0,0,Nescafe Coffee Classic Jar 200 gm,0,Tea and Coffee,1,Nescafe,0,0,0,290,6,324,Chai and Coffee,1,290,Bravo,,,,27434,2,23,,,,Nescafe Classic Jar 200g N1,,MSKU03315,,No,0,,SKU03924 MRP-[1462],,Coffee,Nescafe Coffee Classic Jar 200 gm,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU04036,SKU00061,Milo Cereal 170g,18,0,0,0,0,0,0,0,0,0,Milo Cereal 170g,0,Packaged Foods,1,Milo Cereals,0,0,0,223,6,342,Breakfast,1,223,Charlie,,,,12379,2,35,,,,MILO Cereal 18x170g N1 XK,,MSKU03386,,No,0,,SKU04036 MRP-[472],,Cereals,Milo Cereal 170g,OOS SKU
Mondelez International,Jugnu Fulfillment Centre - Islamabad,SKU04492,SKU00275,Moro 12g 1x36 Rs. 10,24,0,0,0,0,0,0,0,0,0,Moro 12g 1x36 Rs. 10,0,Confectionary,1,Cadbury Moro,0,0,0,185,34,223,Confectionary,1,185,,,,,46775,6,143,,,,Moro 12g 1x36,,MSKU03830,ST001-Core,No,0,,SKU04492 MRP-[363],,Chocolates,Moro 12g 1x36 Rs. 10,OOS SKU
Bonapapa,Jugnu Fulfillment Centre - Islamabad,SKU06496,8964001048039,Nana Smarty Size 2 - 90pc,4,26,14,0,17,26609.59,4,1,17,26609.59,Nana Smarty Size 2 - 90pc,0,Home & Personal Care,1,Nana Smarty,0,4,186267,489,301,,Baby Care,1,489,Alpha,,,,43760,5,20,,,No,Nana Smarty SmallMega,15316,MSKU05653,,Yes,0,0,SKU06496 MRP-[2521],,Diapers and Wipes,Nana Smarty Size 2 - 90pc,Nana Smarty
Hilal Foods,Jugnu Fulfillment Centre - Islamabad,SKU12433,454534b,Sunsip Limopani Jug Pack Box (1x8) Rs.80,48,179,56,0,0,0,0,0,0,0,Sunsip Limopani Jug Pack Box (1x8) Rs.80,0,Beverages,1,Sunsip Limopani,0,0,0,97,13,26,Beverages,1,97,Charlie,,,,5203,2,74,,No,No,LIMOPANI JUGPACK,211,MSKU06614,,No,0,0,SKU12433 MRP-[80],Top15-SubCat,Powdered Drinks,Sunsip Limopani Jug Pack Box (1x8) Rs.80,OOS SKU
Shield Corporation Limited,Jugnu Fulfillment Centre - Islamabad,SKU06186,8964002137190,EvenFlo Plus Feeder 60ml,108,0,0,0,0,0,0,0,0,0,EvenFlo Plus Feeder 60ml,0,Home & Personal Care,1,Shield,0,0,0,336,216,273,Baby Care,1,336,Alpha,,,,2825,0,40,,,,EvenFlo Plus 60ml,,MSKU05538,ST001-Core,No,0,,SKU06186 MRP-[91],,Baby Accessories,EvenFlo Plus Feeder 60ml,OOS SKU
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU05273,4467,Johnsons Baby Oil Regular 100 ml,48,11,7,0,37,15094.52,0,37,37,15094.52,Johnsons Baby Oil Regular 100 ml,0,Home & Personal Care,1,Johnsons Baby Powder and Lotions,0,0,105662,32,32,,Baby Care,1,32,Alpha,,,,6931,0,17,,,No,JH BABY OIL REG 100,2255,MSKU04604,ST001-Core,Yes,0,0,SKU05273 MRP-[525],Top15-SubCat,"Baby Powders,Lotions,Creams",Johnsons Baby Oil Regular 100 ml,Johnsons Baby Powder and Lotions
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU05245,4425,Johnsons Baby Powder Classic 100 gm,96,50,28,0,46,9220.85,0,38,38,7617.23,Johnsons Baby Powder Classic 100 gm,0,Home & Personal Care,666,Johnsons Baby Powder and Lotions,1603.62,0,80,32,32,,Baby Care,1,32,Alpha,,,,9332,0,42,,,,Baby Powder Classic 100gm,10221,MSKU04576,ST001-Core,Yes,0,0,SKU05245 MRP-[270],Top15-SubCat,"Baby Powders,Lotions,Creams",Johnsons Baby Powder Classic 100 gm,Johnsons Baby Powder and Lotions
Mezan Tea,Jugnu Fulfillment Centre - Islamabad,SKU14265,MSKU10309,Mezan Ultra Rich Hard Pack 12 gm,240,8934,2037,0,896,15895.94,2,142,622,11034.9,Mezan Ultra Rich Hard Pack 12 gm,2,Tea and Coffee,7001,Mezan  Ultra Rich,4861.04,2,11,29,29,,Chai and Coffee,1,29,Bravo,,,,37121,8,2036,,,,Mezan Ultra Rich 12 Gram Hard Pack,89381,MSKU10309,,Yes,0,,SKU14265 MRP-[20],,Chai,Mezan Ultra Rich Hard Pack 12 gm,Mezan  Ultra Rich
Mondelez International,Jugnu Fulfillment Centre - Islamabad,SKU10455,7622201726966,Cadbury Dairy Milk 25g 1x24 (Rs. 70),24,0,0,0,0,0,0,0,0,0,Cadbury Dairy Milk 25g 1x24 (Rs. 70),0,Confectionary,1,Cadbury Dairy Milk,0,0,0,146,34,101,Confectionary,1,146,,,,,21753,1,14,Core,,,Cadbury Dairy Milk 38g 1x24,,MSKU03816,,No,0,,SKU10455 MRP-[1694],,Chocolates,Cadbury Dairy Milk 25g 1x24 (Rs. 70),OOS SKU
Shield Corporation Limited,Jugnu Fulfillment Centre - Islamabad,SKU06191,8964002137237,EvenFlo Plus 60ml,108,0,0,0,0,0,0,0,0,0,EvenFlo Plus 60ml,0,Home & Personal Care,1,Shield,0,0,0,216,216,296,Baby Care,1,216,Alpha,,,,4782,1,72,,,,Rattle Cap Feeder 125ml,,MSKU05525,,No,0,,SKU06191 MRP-[81],,Baby Accessories,EvenFlo Plus 60ml,OOS SKU
Sunridge,Jugnu Fulfillment Centre - Islamabad,SKU13523,MSKU09856,Sunridge Barkat Basmati Rice 1 Kg,20,0,0,0,0,0,0,0,0,0,Sunridge Barkat Basmati Rice 1 Kg,0,Commodities,1,Sunridge Rice,0,0,0,,14,79,Chaawal,1,,Charlie,,,,56956,13,259,,,No,Sunridge Barkat Basmati Rice 1 Kg,,MSKU09856,,No,0,,SKU13523 MRP-[260],,Chaawal,Sunridge Barkat Basmati Rice 1 Kg,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03868,SKU00589,Koko Krunch Flow Pack 15g 1x12 Sachet String,288,72,0,0,0,0,0,0,0,0,Koko Krunch Flow Pack 15g 1x12 Sachet String,0,Packaged Foods,1,Koko Krunch,0,0,0,62,6,56,Breakfast,1,62,Charlie,45101,4,57677,40058,3,972,,,,Koko Krunch Flow Pack 15g N1,,MSKU03259,ST001-Core,No,0,,SKU03868 MRP-[60],Top15-SubCat,Cereals,Koko Krunch Flow Pack 15g 1x12 Sachet String,OOS SKU
Mitchells,Jugnu Fulfillment Centre - Islamabad,SKU08736,61739,Mitchells Jubilee 20G 24X12,12,24,49,0,0,0,0,0,0,0,Mitchells Jubilee 20G 24X12,0,Confectionary,1,Mitchells Chocolates,0,0,0,31,31,25,Confectionary,1,31,,,,,9103,2,22,,,No,Mitchells Jubilee 16G,2481,MSKU07380,,No,0,,SKU08736 MRP-[480],,Chocolates,Mitchells Jubilee 20G 24X12,OOS SKU
Shield Corporation Limited,Jugnu Fulfillment Centre - Islamabad,SKU07785,8964001492139,Shield Diaper Mega Bachat Medium 62pcs,4,15,7,0,34,44945.23,8,2,34,44945.23,Shield Diaper Mega Bachat Medium 62pcs,0,Home & Personal Care,1,Shield Diapers,0,8,314617,364,216,,Baby Care,1,364,Alpha,,,,39719,5,20,,,No,DIAPER MEGA BACHAT MEDIUM 62,15948,MSKU06864,,Yes,0,0,SKU07785 MRP-[1361],,Diapers and Wipes,Shield Diaper Mega Bachat Medium 62pcs,Shield Diapers
Mitchells,Jugnu Fulfillment Centre - Islamabad,SKU08750,5030,Mitchells GOLDEN MIST MARMALADE 410G v2,12,60,49,0,0,0,0,0,0,0,Mitchells GOLDEN MIST MARMALADE 410G v2,0,Packaged Foods,1,Mitchells Preserves,0,0,0,31,31,15,Breakfast,1,31,Charlie,,,,16270,5,65,,,,Mitchells GOLDEN MIST MARMALADE 450G,13989,MSKU07394,,No,0,,SKU08750 MRP-[295],,Jams,Mitchells GOLDEN MIST MARMALADE 410G v2,OOS SKU
Johnson & Johnson,Jugnu Fulfillment Centre - Islamabad,SKU05252,5093,Johnsons Baby Soap 100 gm,96,0,21,0,0,0,0,0,0,0,Johnsons Baby Soap 100 gm,0,Home & Personal Care,1,Johnsons Baby Powder and Lotions,0,0,0,313,32,60,Baby Care,1,313,Alpha,,,,6174,0,36,,No,No,Baby Soap 100gm,,MSKU04583,ST001-Core,No,0,0,SKU05252 MRP-[250],,"Baby Powders,Lotions,Creams",Johnsons Baby Soap 100 gm (MRP 250),OOS SKU
