ManufacturerName,Distribution Name,SKU Code,SKU Manufacturer Code,SKU Description,Units In Carton,AWS in Units,AWS Adjusted,MSL in Units,Available Total Units,Total buying Amount,Live Cartons,Live Units,Live Total Units,Live Total buying Amount,SKUDescription,AWSQty,BusinessUnitName,LTDS_Amount,BrandName,Sale,Ctn,SCD,LastOrderDateSKU,LastOrderDateManu,OOS,SKU Category,totalsku,lastpurday,type,OdrDat,OdrQty,OdrValue,AWSActiveAmt,AWSActive,AWSAtvPcs,TopSKU,AllowSec,AllowPri,MasterSKUDescription,MTD,MasterSKUCode,tags,Shown in App,TGT,TGTskulevel,MRP,top15,SubCategoryName,desc,SubCatNew
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU06660,69728428,Fair & Lovely Lotion 200 ml,24,78,21,0,14,3831.28,0,14,14,3831.28,Fair & Lovely Lotion 200 ml,0,Home & Personal Care,269,Fair and Lovely,0,0,100,131,6,,Personal Care,1,131,Alpha,,,,9145,1,34,,,No,Fair & Lovely Lotion 200 ml,10753,MSKU05825,ST001-Core,Yes,8709121.919,13349,SKU06660 MRP-[300],,Creams/Lotions,Fair & Lovely Lotion 200 ml,Fair and Lovely
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU10715,69788405,Lifebuoy Shampoo Silky Soft 175 ml (MRP 340),24,328,91,0,75,22796.58,2,5,53,16109.58,Lifebuoy Shampoo Silky Soft 175 ml (MRP 340),3,Home & Personal Care,19314,Lifebuoy Shampoo,6687,2,6,6,6,,Personal Care,1,6,Alpha,45103,10,72947,46908,6,153,Core,,,Lifebuoy Shampoo Silky Soft 175 ml,75114,MSKU00374,ST001-Core,Yes,8709121.919,83896,SKU10715 MRP-[340],,Shampoos/Conditioner,Lifebuoy Shampoo Silky Soft 175 ml (MRP 340),Lifebuoy Shampoo
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03683,69753172,Lifebuoy Shampoo Naturally Long 175 ml,24,429,140,0,0,0,0,0,0,0,Lifebuoy Shampoo Naturally Long 175 ml,0,Home & Personal Care,1,Lifebuoy Shampoo,0,0,0,54,6,36,Personal Care,1,54,Alpha,,,,52428,7,171,Core,,,Lifebuoy Shampoo Naturally Long 175 ml,,MSKU00117,ST001-Core,No,8709121.919,129395,SKU03683 MRP-[299],,Shampoos/Conditioner,Lifebuoy Shampoo Naturally Long 175 ml,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03304,69788437,Sunsilk Shampoo Hair fall Solution 360 ml (MRP 720),12,293,56,0,88,56780.29,5,6,66,42585.22,Sunsilk Shampoo Hair fall Solution 360 ml (MRP 720),1,Home & Personal Care,11714,Sunsilk,14195.07,5,25,10,6,,Personal Care,1,10,Alpha,45103,7,54199,29934,4,46,Core,,,Sunsilk Shampoo Hair fall Solution 360 ml,58509,MSKU00125,ST001-Core,Yes,8709121.919,127123,SKU03304 MRP-[720],,Shampoos/Conditioner,Sunsilk Shampoo Hair fall Solution 360 ml (MRP 620),Sunsilk
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU01855,69679190,Lifebuoy Shampoo Herbal 90 ml,48,0,385,0,0,0,0,0,0,0,Lifebuoy Shampoo Herbal 90 ml,0,Home & Personal Care,1,Lifebuoy Shampoo,0,0,0,122,6,58,Personal Care,1,122,Alpha,,,,82614,13,611,Core,,,Lifebuoy Shampoo Herbal 90 ml,,MSKU00112,ST001-Core,No,8709121.919,199668,SKU01855 MRP-[130],,Shampoos/Conditioner,Lifebuoy Shampoo Herbal 90 ml (MRP 150),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU12305,SKU12305,Lux Velvet Touch Soap (White) 98g (MRP 80),108,500,1162,0,0,0,0,0,0,0,Lux Velvet Touch Soap (White) 98g (MRP 80),0,Home & Personal Care,1,Lux,0,0,0,,6,32,Personal Care,1,,Alpha,,,,185464,17,1794,Core,No,,Lux Soap Velvet Touch 98 gm,,MSKU00098,ST001-Core,No,8709121.919,398069,SKU12305 MRP-[80],Top15-SubCat,Soaps/Facewash,Lux Velvet Touch Soap (White) 98g (MRP 80),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03686,69753170,Lifebuoy Shampoo Silky Soft 175 ml,24,24,91,0,0,0,0,0,0,0,Lifebuoy Shampoo Silky Soft 175 ml,0,Home & Personal Care,1,Lifebuoy Shampoo,0,0,0,73,6,49,Personal Care,1,73,Alpha,,,,46908,6,153,Core,,,Lifebuoy Shampoo Silky Soft 175 ml,,MSKU00374,ST001-Core,No,8709121.919,83896,SKU03686 MRP-[299],,Shampoos/Conditioner,Lifebuoy Shampoo Silky Soft 175 ml (MRP 340),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU14314,69606655a,Lifebuoy Soap Total 98 gm x3 (MRP 275 ),36,160,63,0,486,123623.33,13,7,475,120825.28,Lifebuoy Soap Total 98 gm x3 (MRP 275 ),1,Home & Personal Care,7441,Lifebuoy Soaps,2798.05,13,114,42,6,,Personal Care,1,42,Alpha,,,,16165,2,63,Core,,,Lifebuoy Soap Total  98 gm x3,28916,MSKU00393,ST001-Core,Yes,8709121.919,42068,SKU14314 MRP-[275],,Soaps/Facewash,Lifebuoy Soap Total 98 gm x3,Lifebuoy Soaps
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU00652,69683290,Sunsilk Shampoo Hair Fall Sachet 4.5 ml x16,768,208,0,0,14,63.74,0,14,14,63.74,Sunsilk Shampoo Hair Fall Sachet 4.5 ml x16,0,Home & Personal Care,1,Sunsilk,0,0,446,73,6,,Personal Care,1,73,Alpha,,,,42655,12,9344,Core,,,Sunsilk Shampoo Hair Fall Sachet 4.5 ml x16,,MSKU00439,ST001-Core,No,8709121.919,,SKU00652 MRP-[5],,Shampoos/Conditioner,Sunsilk Shampoo Hair Fall Sachet 4.5 ml x16,Sunsilk
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU01466,69796251,Lux Soap Velvet Touch 98 gm (MRP 110),108,5441,1162,0,444,45514.26,2,73,289,29625.27,Lux Soap Velvet Touch 98 gm (MRP 110),10,Home & Personal Care,109795,Lux,15888.99,2,2,20,6,,Personal Care,1,20,Alpha,45103,20,221420,185464,17,1794,Core,,,Lux Soap Velvet Touch 98 gm,296016,MSKU00098,ST001-Core,Yes,8709121.919,398069,SKU01466 MRP-[110],Top15-SubCat,Soaps/Facewash,Lux Velvet Touch Soap (White) 98g (MRP 80),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU13874,69609249,Lux Soap Purple Lotus 98 gm (MRP 110),108,2554,693,0,489,50127.19,3,40,364,37313.49,Lux Soap Purple Lotus 98 gm (MRP 110),2,Home & Personal Care,23778,Lux,12813.7,3,11,10,6,,Personal Care,1,10,Alpha,45103,10,110710,75221,7,730,Core,,,Lux Soap Purple Lotus 98 gm,23778,MSKU00415,ST001-Core,Yes,8709121.919,47967,SKU13874 MRP-[110],,Soaps/Facewash,Lux Soap Purple Lotus 98 gm (MRP 110),Lux
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU00688,69705723,Sunsilk Shampoo Black Shine 4 ml x16,768,122416,22204,0,10514,47872.34,2,466,2002,9115.51,Sunsilk Shampoo Black Shine 4 ml x16,22,Home & Personal Care,76982,Sunsilk,38756.83,2,1,10,6,,Personal Care,1,10,Alpha,45103,35,122390,122279,35,26608,Core,,,Sunsilk Shampoo Black Shine 4.5 ml x16,270420,MSKU00122,ST001-Core,Yes,8709121.919,443045,SKU00688 MRP-[5],,Shampoos/Conditioner,Sunsilk Shampoo Black Shine 4 ml x16,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03305,69788438,Sunsilk Shampoo Long & Healthy Growth 360 ml (MRP 720),12,134,56,0,141,90977.51,10,5,125,80653.83,Sunsilk Shampoo Long & Healthy Growth 360 ml (MRP 720),1,Home & Personal Care,9110,Sunsilk,10323.68,10,62,10,6,,Personal Care,1,10,Alpha,45103,10,77427,24076,3,37,Core,,,Sunsilk Shampoo Long & Healthy Growth 360 ml,41594,MSKU00126,,Yes,8709121.919,84386,SKU03305 MRP-[720],,Shampoos/Conditioner,Sunsilk Shampoo Long & Healthy Growth 360 ml (MRP 620),Sunsilk
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU14124,69785837,Dove Shampoo Hairfall Rescue 360 ml (MRP 799),12,47,28,0,0,0,0,0,0,0,Dove Shampoo Hairfall Rescue 360 ml (MRP 799),0,Home & Personal Care,1,Dove Shampoo,0,0,0,34,6,21,Personal Care,1,34,Alpha,,,,19198,2,27,,,,Dove Shampoo Hairfall Rescue 360 ml,9274,MSKU00348,,No,8709121.919,28985,SKU14124 MRP-[799],,Shampoos/Conditioner,Dove Shampoo Hairfall Rescue 360 ml (MRP 799),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03391,69653056,Lifebuoy Hand Wash Total 450 ml,12,58,21,0,0,0,0,0,0,0,Lifebuoy Hand Wash Total 450 ml,1,Home & Personal Care,4760,Lifebuoy Soaps,0,0,0,34,6,8,Personal Care,1,34,Alpha,,,,11882,3,40,,,No,Lifebuoy Hand Wash Total 450 ml,12180,MSKU00402,,No,8709121.919,18662,SKU03391 MRP-[330],,Soaps/Facewash,Lifebuoy Hand Wash Total 450 ml,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU01464,69796248,Lux Soap Soft Touch 98 gm (MRP 110),108,1530,609,0,0,0,0,0,0,0,Lux Soap Soft Touch 98 gm (MRP 110),0,Home & Personal Care,1,Lux,0,0,0,52,6,32,Personal Care,1,52,Alpha,45103,15,166065,77995,7,757,Core,,,Lux Soap Soft Touch 98 gm,,MSKU00096,ST001-Core,No,8709121.919,4880,SKU01464 MRP-[110],,Soaps/Facewash,Lux Soap Soft Touch 98 gm (MRP 110),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU14127,69785945,Dove Shampoo Dryness Care 360ml (MRP 799),12,99,28,0,12,8571.26,0,5,5,3571.36,Dove Shampoo Dryness Care 360ml (MRP 799),2,Home & Personal Care,15847,Dove Shampoo,4999.9,0,2,34,6,,Personal Care,1,34,Alpha,,,,22330,3,31,,,,Dove Shampoo Dryness Care 360 ml,58148,MSKU00351,,Yes,8709121.919,70488,SKU14127 MRP-[799],,Shampoos/Conditioner,Dove Shampoo Dryness Care 360 ml,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03269,69606654,Lifebuoy Soap Care 98 gm x3 (MRP 275),36,473,126,0,244,62066.04,6,18,234,59522.35,Lifebuoy Soap Care 98 gm x3 (MRP 275),1,Home & Personal Care,12314,Lifebuoy Soaps,2543.69,6,34,20,6,,Personal Care,1,20,Alpha,45103,15,137359,22063,2,86,Core,,,Lifebuoy Soap Care  98 gm x3,94733,MSKU00397,ST001-Core,Yes,8709121.919,116575,SKU03269 MRP-[275],,Soaps/Facewash,Lifebuoy Care Soap Trio 98g (MRP 200),Lifebuoy Soaps
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03390,69659328,Fair & Lovely Multi Vitamin Cream 65 ml,72,0,56,0,0,0,0,0,0,0,Fair & Lovely Multi Vitamin Cream 65 ml,0,Home & Personal Care,1,Fair and Lovely,0,0,0,84,6,59,Personal Care,1,84,Alpha,,,,34361,1,95,Core,,,Fair & Lovely Multi Vitamin Cream 65 ml,,MSKU00156,ST001-Core,No,8709121.919,47891,SKU03390 MRP-[350],Top15-SubCat,Creams/Lotions,Fair & Lovely Multi Vitamin Cream 65 ml,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03680,69788408,Lifebuoy Shampoo Herbal 175 ml (MRP 340),24,1298,427,0,8,2431.56,0,0,0,0,Lifebuoy Shampoo Herbal 175 ml (MRP 340),7,Home & Personal Care,53342,Lifebuoy Shampoo,2431.56,0,0,10,6,5,Personal Care,1,10,Alpha,,,,91662,12,299,Core,,,Lifebuoy Shampoo Herbal 175 ml,179325,MSKU00113,ST001-Core,No,8709121.919,319745,SKU03680 MRP-[340],Top15-SubCat,Shampoos/Conditioner,Lifebuoy Shampoo Herbal 175 ml (MRP 299),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU14116,69788432,Sunsilk Shampoo Thick & Long 185 ml,24,490,98,0,37,13926.33,0,7,7,2634.71,Sunsilk Shampoo Thick & Long 185 ml,2,Home & Personal Care,20118,Sunsilk,11291.62,0,1,20,6,,Personal Care,1,20,Alpha,45103,10,90332,56183,6,148,Core,,,Sunsilk Shampoo Thick & Long 185 ml,87626,MSKU00127,ST001-Core,Yes,8709121.919,142478,SKU14116 MRP-[420],,Shampoos/Conditioner,Sunsilk Shampoo Thick & Long 185 ml,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU00650,69683291,Sunsilk Shampoo Long & Healthy Sachet 4.5 ml x16,768,368,1197,0,0,0,0,0,0,0,Sunsilk Shampoo Long & Healthy Sachet 4.5 ml x16,0,Home & Personal Care,1,Sunsilk,0,0,0,73,6,25,Personal Care,1,73,Alpha,45103,25,87421,32365,9,7088,,,,Sunsilk Shampoo Long & Healthy Sachet 4.5 ml x16,74,MSKU00437,ST001-Core,No,8709121.919,82,SKU00650 MRP-[5],,Shampoos/Conditioner,Sunsilk Shampoo Long & Healthy Sachet 4.5 ml x16,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU10874,69753190,Sunsilk Shampoo Long & Healthy Growth 185 ml (MRP 370),24,160,98,0,0,0,0,0,0,0,Sunsilk Shampoo Long & Healthy Growth 185 ml (MRP 370),0,Home & Personal Care,1,Sunsilk,0,0,0,70,6,42,Personal Care,1,70,Alpha,,,,49677,5,131,Core,,,Sunsilk Shampoo Long & Healthy Growth 185 ml,,MSKU02849,ST001-Core,No,8709121.919,106033,SKU10874 MRP-[370],,Shampoos/Conditioner,Sunsilk Shampoo Long&Healthy 185ml (MRP 420),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU13872,69796246,Lux Soap Velvet Touch 98 gm x3 (MRP 310),36,372,154,0,150,43336.17,3,24,132,38135.83,Lux Soap Velvet Touch  98 gm x3 (MRP 310),2,Home & Personal Care,17769,Lux,5200.34,3,15,20,6,,Personal Care,1,20,Alpha,45103,5,52003,63510,6,218,Core,,,Lux Soap Velvet Touch 98 gm x3,104591,MSKU00413,ST001-Core,Yes,8709121.919,115404,SKU13872 MRP-[310],,Soaps/Facewash,Lux Soap Velvet Touch 98 gm x3 (MRP 310),Lux
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU00603,69615940,Lifebuoy Soap Nature 68 gm,108,3589,714,0,464,25948.27,1,36,144,8052.91,Lifebuoy Soap Nature 68 gm,3,Home & Personal Care,16011,Lifebuoy Soaps,17895.36,1,4,10,6,,Personal Care,1,10,Alpha,,,,19620,3,348,Core,,,Lifebuoy Soap Nature 68 gm,63458,MSKU00388,ST001-Core,Yes,8709121.919,89998,SKU00603 MRP-[60],,Soaps/Facewash,Lifebuoy Soap Nature 68 gm,Lifebuoy Soaps
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU12861,69796365,Lux Soap Purple Lotus 128 gm (MRP 130),72,3138,511,0,0,0,0,0,0,0,Lux Soap Purple Lotus 128 gm (MRP 130),6,Home & Personal Care,50096,Lux,0,0,0,22,6,5,Personal Care,1,22,Alpha,45103,10,87228,83212,9,681,Core,,,Lux Soap Purple Lotus 128 gm,124499,MSKU00092,ST001-Core,No,8709121.919,227963,SKU12861 MRP-[130],,Soaps/Facewash,Lux Soap Purple Lotus 128 gm (MRP 130),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU11427,69788407,Lifebuoy Shampoo Naturally Long 175 ml (MRP 340),24,464,140,0,24,7189.55,0,0,0,0,Lifebuoy Shampoo Naturally Long 175 ml (MRP 340),3,Home & Personal Care,25447,Lifebuoy Shampoo,7189.55,0,0,10,6,6,Personal Care,1,10,Alpha,45103,10,72947,52428,7,171,Core,,,Lifebuoy Shampoo Naturally Long 175 ml,83968,MSKU00117,ST001-Core,No,8709121.919,129395,SKU11427 MRP-[340],,Shampoos/Conditioner,Lifebuoy Shampoo Naturally Long 175 ml,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU13208,69615952,Lifebuoy Soap Total 68 gm (MRP 60),108,4128,756,0,918,51336.89,5,6,546,30533.71,Lifebuoy Soap Total 68 gm (MRP 60),7,Home & Personal Care,40824,Lifebuoy Soaps,20803.18,5,5,10,6,,Personal Care,1,10,Alpha,,,,59768,10,1060,Core,,,Lifebuoy Soap Total 68 gm,144510,MSKU00389,ST001-Core,Yes,8709121.919,212084,SKU13208 MRP-[60],,Soaps/Facewash,Lifebuoy Soap Total 68 gm (MRP 60),Lifebuoy Soaps
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03260,69606651,Lifebuoy Soap Care 98 gm,108,4546,1155,0,0,0,0,0,0,0,Lifebuoy Soap Care 98 gm,0,Home & Personal Care,1,Lifebuoy Soaps,0,0,0,113,6,31,Personal Care,1,113,Alpha,,,,100586,11,1135,Core,No,,Lifebuoy Soap Care 98 gm,,MSKU02741,ST001-Core,No,8709121.919,277321,SKU03260 MRP-[80],,Soaps/Facewash,Lifebuoy Soap Care 98 gm (MRP 95),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU07801,68698438,Dove Intense Repair Shampoo 175ml + Conditioner 180ml,12,0,0,0,0,0,0,0,0,0,Dove Intense Repair Shampoo 175ml + Conditioner 180ml,0,Home & Personal Care,1,Dove Shampoo,0,0,0,301,6,390,Personal Care,1,301,Alpha,,,,6205,1,12,,,,Dove Intense Repair Shampoo 175ml + conditioner 180ml,,MSKU06882,,No,8709121.919,,SKU07801 MRP-[570],,Shampoos/Conditioner,Dove Intense Repair Shampoo 175ml + Conditioner 180ml,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU00361,69788428,Sunsilk Shampoo Hairfall Solution 185 ml (MRP 420),24,719,119,0,0,0,0,0,0,0,Sunsilk Shampoo Hairfall Solution 185 ml (MRP 420),3,Home & Personal Care,25815,Sunsilk,0,0,0,20,6,5,Personal Care,1,20,Alpha,45103,10,90332,72890,8,192,Core,,,Sunsilk Shampoo Hairfall Solution 185 ml,120524,MSKU00124,ST001-Core,No,8709121.919,185046,SKU00361 MRP-[420],,Shampoos/Conditioner,Sunsilk Shampoo Hairfall Solution 185 ml (MRP 420),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU00912,69796255,Lux Soap Velvet Touch 128 gm x3,36,540,385,0,0,0,0,0,0,0,Lux Soap Velvet Touch  128 gm x3,0,Home & Personal Care,1,Lux,0,0,0,34,6,12,Personal Care,1,34,Alpha,,,,106765,9,312,Core,,,Lux Soap Velvet Touch 128 gm x3,148337,MSKU00090,,No,8709121.919,201924,SKU00912 MRP-[365],Top15-SubCat,Soaps/Facewash,Lux Soap Velvet Touch 128 gm x3,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU03554,69760879,Knorr Noodles Chicken 31.5 g (MRP 40),72,18812,4949,0,3351,121274.7,27,21,1965,71114.53,Knorr  Noodles Chicken 31.5 g (MRP 40),42,Packaged Foods,111447,Knorr Noodles,50160.17,27,4,6,6,,Instant Foods,1,6,Alpha,,,,262218,98,7042,Core,,,Knorr Instant Noodles Chicken 72X36G,331607,MSKU00130,ST001-Core,Yes,9099942.886,768715,SKU03554 MRP-[40],Top15-SubCat,Pasta/Noodles,Knorr Noodles Chicken 31.5 g (MRP 40),Knorr Noodles
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU01460,69761083,Knorr Noodles Chattpata 31.5g (MRP 40),72,107579,15358,0,0,0,0,0,0,0,Knorr  Noodles Chattpata 31.5g (MRP 40),93,Packaged Foods,249223,Knorr Noodles,0,0,0,17,6,5,Instant Foods,1,17,Alpha,45103,200,520295,534972,200,14367,Core,,,Knorr Instant Noodles Chattpata 72X36G,1246995,MSKU00129,ST001-Core,No,9099942.886,2666422,SKU01460 MRP-[40],Top15-SubCat,Pasta/Noodles,Knorr Noodles Chattpata 31.5g (MRP 40),OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU00329,69768774,Knorr Instant Noodles Chatpatta 61g (MRP 75),72,39464,6489,0,5029,340683.57,40,65,2945,199505.49,Knorr Instant Noodles Chatpatta 61g (MRP 75),57,Packaged Foods,285366,Knorr Noodles,141178.08,40,5,6,6,,Instant Foods,1,6,Alpha,,,,508520,101,7283,Core,,,Knorr Instant Noodles Chatpatta 72X66G,1021203,MSKU00132,ST001-Core,Yes,9099942.886,2236951,SKU00329 MRP-[75],Top15-SubCat,Pasta/Noodles,Knorr Instant Noodles Chatpatta 61g (MRP 75),Knorr Noodles
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU00382,69768768,Knorr Noodles Chicken 244g,18,2780,434,0,398,104250.69,19,11,353,92463.55,Knorr  Noodles Chicken 244g,16,Packaged Foods,78565,Knorr Noodles,11787.14,19,8,20,6,,Instant Foods,1,20,Alpha,,,,122843,25,455,,,,Knorr Instant Noodles Chicken 18X264G,279481,MSKU00134,ST001-Core,Yes,9099942.886,603337,SKU00382 MRP-[290],Top15-SubCat,Pasta/Noodles,Knorr Noodles Chicken 244g,Knorr Noodles
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU01458,69768769,Knorr Noodles Chatpatta 244G,18,9142,1701,0,709,185712.91,9,11,173,45315,Knorr Noodles Chatpatta 244G,66,Packaged Foods,322347,Knorr Noodles,140397.91,9,1,18,6,,Instant Foods,1,18,Alpha,45103,150,707228,563433,116,2087,Core,,,Knorr Instant Noodles Chatpatta 18X264G,1090908,MSKU00133,ST001-Core,Yes,9099942.886,2189804,SKU01458 MRP-[290],Top15-SubCat,Pasta/Noodles,Knorr Noodles Chatpatta 244G,OOS SKU
Unilever,Jugnu Fulfillment Centre - Islamabad,SKU12510,69768775,Knorr Noodles Chicken 61g (MRP 75),72,11333,1610,0,3337,226061.06,41,2,2954,200115.19,Knorr Noodles Chicken 61g (MRP 75),14,Packaged Foods,69121,Knorr Noodles,25945.87,41,20,39,6,,Instant Foods,1,39,Alpha,,,,114089,23,1634,,,,Knorr Instant Noodles Chicken 72X66G,286864,MSKU00131,ST001-Core,Yes,9099942.886,634713,SKU12510 MRP-[75],Top15-SubCat,Pasta/Noodles,Knorr Noodles Chicken 61g (MRP 75),Knorr Noodles
Islamabad Tea,Jugnu Fulfillment Centre - Islamabad,SKU05849,8964001085805,Islamabad Tea Leaf Blend Pouch 900 gm,12,1567,238,0,158,220854.76,8,4,100,139781.49,Islamabad Tea Leaf Blend Pouch 900 gm,9,Tea and Coffee,167833,Islamabad Tea Leaf Blend,81073.27,8,6,6,6,,Chai and Coffee,1,6,Bravo,45103,10,179592,284257,16,188,Core,,,Islamabad Tea Leaf Blend 950 Gm,871583,MSKU05168,ST001-Core,Yes,9240000,1587158,SKU05849 MRP-[1650],Top15-SubCat,Chai,Islamabad Tea Leaf Blend Pouch 900 gm,Islamabad Tea Leaf Blend
Islamabad Tea,Jugnu Fulfillment Centre - Islamabad,SKU12138,6712341,Islamabad Tea Hard Pack 170 gm,60,2280,322,0,197,61349.71,1,52,112,34879.02,Islamabad Tea Hard Pack 170 gm,2,Tea and Coffee,39445,Islamabad Tea Leaf Blend,26470.69,1,6,18,6,,Chai and Coffee,1,18,Bravo,45103,5,95238,105510,5,329,,,,Islamabad Tea Hard Pack 170gm,250102,MSKU09590,ST001-Core,Yes,9240000,527201,SKU12138 MRP-[350],,Chai,Islamabad Tea Hard Pack 170 gm,Islamabad Tea Leaf Blend
Islamabad Tea,Jugnu Fulfillment Centre - Islamabad,SKU05845,89640010829,Islamabad Tea Leaf Blend Pouch 5000 gm,2,381,77,0,64,455338.51,23,1,47,334389.22,Islamabad Tea Leaf Blend Pouch 5000 gm,12,Tea and Coffee,167348,Islamabad Tea Leaf Blend,120949.29,23,14,6,6,,Chai and Coffee,1,6,Bravo,45103,25,359999,654840,45,90,Core,,,Islamabad Tea 5000 Gm,1084124,MSKU05173,ST001-Core,Yes,9240000,2033480,SKU05845 MRP-[7200],Top15-SubCat,Chai,Islamabad Tea Leaf Blend Pouch 5000 gm,Islamabad Tea Leaf Blend
Islamabad Tea,Jugnu Fulfillment Centre - Islamabad,SKU12137,6712340,Islamabad Tea Hard Pack 85 gm,120,4538,854,0,0,0,0,0,0,0,Islamabad Tea Hard Pack 85 gm,0,Tea and Coffee,660,Islamabad Tea Leaf Blend,0,0,0,46,6,10,Chai and Coffee,1,46,Bravo,45103,9,176331,119740,6,726,,,,Islamabad Tea Hard Pack 85gm,284630,MSKU09589,ST001-Core,No,9240000,583128,SKU12137 MRP-[180],,Chai,Islamabad Tea Hard Pack 85 gm,OOS SKU
Islamabad Tea,Jugnu Fulfillment Centre - Islamabad,SKU14898,MSKU05174,Islamabad Tea Hard Pack 30 Grams (Pack of 20),120,940,539,0,2540,115181.68,19,0,2280,103391.43,Islamabad Tea Hard Pack 30 Grams (Pack of 20),3,Tea and Coffee,15235,Islamabad Tea Leaf Blend,11790.25,19,48,22,6,,Chai and Coffee,1,22,Bravo,,,,29517,5,620,,,,Islamabad Tea Hard Pack 20 Grams,43801,MSKU05174,ST001-Core,Yes,9240000,64807,SKU14898 MRP-[50],,Chai,Islamabad Tea Hard Pack 30 Grams (Pack of 20),Islamabad Tea Leaf Blend
Islamabad Tea,Jugnu Fulfillment Centre - Islamabad,SKU05852,MSKU05174,Islamabad Tea Hard Pack 30 gm Pack of 20,200,0,539,0,0,0,0,0,0,0,Islamabad Tea Hard Pack 30 gm Pack of 20,0,Tea and Coffee,1,Islamabad Tea Leaf Blend,0,0,0,183,6,143,Chai and Coffee,1,183,Bravo,,,,29517,3,620,,,No,Islamabad Tea Hard Pack 20 Grams,,MSKU05174,ST001-Core,No,9240000,64807,SKU05852 MRP-[50],,Chai,Islamabad Tea Hard Pack 30 Grams (Pack of 20),OOS SKU
Islamabad Tea,Jugnu Fulfillment Centre - Islamabad,SKU05843,8964001085744,Islamabad Tea Sachet 7 gm Case of 10,350,75860,67571,0,1560,12940.98,2,70,770,6387.54,Islamabad Tea Sachet 7 gm Case of 10,35,Tea and Coffee,104545,Islamabad Tea Leaf Blend,6553.44,2,0,6,6,,Chai and Coffee,1,6,Bravo,45103,90,261465,281016,95,33170,Core,,,Islamabad Sachet  11 Gm,280086,MSKU05165,ST001-Core,Yes,9240000,414412,SKU05843 MRP-[10],,Chai,Islamabad Tea Sachet 7 gm Case of 10,OOS SKU
Islamabad Tea,Jugnu Fulfillment Centre - Islamabad,SKU05848,8964001085799,Islamabad Tea Leaf Blend Pouch 430 gm,24,4345,875,0,583,397649.08,12,12,300,204622.17,Islamabad Tea Leaf Blend Pouch 430 gm,11,Tea and Coffee,189866,Islamabad Tea Leaf Blend,193026.91,12,8,6,6,,Chai and Coffee,1,6,Bravo,45103,25,435372,546874,31,746,Core,,,Islamabad Tea Leaf Blend 475 Gm,1153875,MSKU05167,ST001-Core,Yes,9240000,2213350,SKU05848 MRP-[800],Top15-SubCat,Chai,Islamabad Tea Leaf Blend Pouch 430 gm,Islamabad Tea Leaf Blend
